Region,Year,Chinook,Sockeye,Coho,Pink,Chum,All,notesRegCode
KOD,1917,1,3646,30,225,16,3919,
KOD,1918,2,1894,78,2467,82,4524,
KOD,1919,2,1619,104,283,60,2068,
KOD,1920,2,1958,89,1977,55,4081,
KOD,1921,1,2858,46,68,25,2997,
KOD,1922,1,1097,120,2766,224,4208,
KOD,1923,2,1090,78,929,39,2137,
KOD,1924,1,1408,121,5435,118,7082,
KOD,1925,2,1693,93,2674,212,4674,
KOD,1926,1,3015,174,4607,325,8122,
KOD,1927,4,1155,152,5297,418,7026,
KOD,1928,3,1592,291,1535,726,4147,Estimated from canned production
KOD,1929,3,712,144,6108,1058,8026,Estimated from canned production
KOD,1930,5,466,229,1651,419,2771,Estimated from canned production
KOD,1931,2,1183,170,6840,184,8378,Estimated from canned production
KOD,1932,2,1058,52,4720,237,6069,Estimated from canned production
KOD,1933,1,1428,91,6574,537,8632,Estimated from canned production
KOD,1934,1,1829,90,7642,661,10223,Chinook and coho and chum estimated from canned production
KOD,1935,1,1614,77,10781,382,12854,Chinook and coho and chum estimated from canned production
KOD,1936,3,2657,184,5648,328,8820,Chinook and coho and chum estimated from canned production
KOD,1937,1,1881,165,16787,346,19181,Chinook and coho and chum estimated from canned production
KOD,1938,1,1966,155,8398,640,11160,Chinook and coho and chum estimated from canned production
KOD,1939,2,1786,112,11741,642,14284,Chinook and coho and chum estimated from canned production
KOD,1940,1,1318,148,9998,673,12139,Chinook and coho and chum estimated from canned production
KOD,1941,3,1730,200,7602,445,9978,Chinook and coho and chum estimated from canned production
KOD,1942,1,1282,107,6093,565,8047,Chinook and coho and chum estimated from canned production
KOD,1943,1,1991,60,12480,454,14985,Chinook and coho and chum estimated from canned production
KOD,1944,1,1818,52,4955,507,7332,Chinook and coho and chum estimated from canned production
KOD,1945,2,2041,60,9045,559,11707,Chinook and coho and chum estimated from canned production
KOD,1946,0,839,56,9546,298,10740,Chinook and coho and chum estimated from canned production
KOD,1947,0,993,76,8857,295,10221,Chinook and coho and chum estimated from canned production
KOD,1948,1,1260,32,5968,331,7594,
KOD,1949,1,892,54,4928,700,6574,
KOD,1950,2,921,41,5305,685,6953,
KOD,1951,2,468,49,2100,483,3103,
KOD,1952,1,604,52,4577,1243,6476,
KOD,1953,3,317,42,5175,548,6084,
KOD,1954,1,325,66,8439,1251,10083,
KOD,1955,2,164,35,10794,482,11478,
KOD,1956,1,271,53,3319,705,4349,
KOD,1957,1,234,35,4716,1208,6195,
KOD,1958,2,288,21,4039,931,5280,
KOD,1959,2,330,15,1967,734,3047,
KOD,1960,1,363,54,6738,1300,8456,
KOD,1961,1,408,29,3926,519,4882,
KOD,1962,1,785,55,14114,795,15749,
KOD,1963,0,407,57,5480,305,6250,
KOD,1964,1,498,36,12044,1134,13714,
KOD,1965,1,346,27,2887,431,3692,
KOD,1966,1,632,68,10756,763,12218,
KOD,1967,2,309,10,188,227,735,
KOD,1968,2,760,57,8768,750,10338,
KOD,1969,2,591,49,12497,535,13675,
KOD,1970,1,917,66,12037,920,13941,
KOD,1971,1,478,23,4334,1541,6378,
KOD,1972,1,222,17,2478,1163,3882,
KOD,1973,1,167,4,512,318,1001,
KOD,1974,1,419,14,2645,249,3327,
KOD,1975,0,136,24,2943,84,3187,
KOD,1976,1,641,24,11078,740,12484,
KOD,1977,1,623,28,6252,1072,7977,
KOD,1978,3,1072,49,15004,814,16942,
KOD,1979,2,631,141,11286,358,12417,
KOD,1980,1,651,139,17291,1076,19157,
KOD,1981,1,1289,122,10337,1345,13094,
KOD,1982,1,1204,345,8090,1263,10902,
KOD,1983,4,1232,158,4603,1085,7082,
KOD,1984,5,1951,230,10847,649,13681,
KOD,1985,5,1843,284,7335,431,9897,
KOD,1986,4,3188,169,11809,1134,16305,
KOD,1987,5,1794,193,5076,682,7749,
KOD,1988,22,2701,303,14564,1427,19018,
KOD,1989,0,1290,3,6825,20,8137,
KOD,1990,19,5248,294,5984,578,12123,
KOD,1991,22,5704,325,16643,1029,23723,
KOD,1992,24,4168,280,3311,680,8462,
KOD,1993,42,4378,313,34019,588,39341,
KOD,1994,23,2878,296,8163,739,12099,
KOD,1995,19,4489,308,42849,1523,49187,
KOD,1996,13,4970,202,3487,544,9216,
KOD,1997,19,2506,381,11035,520,14462,
CHG,1888,0,13,0,0,0,13,
CHG,1889,0,560,0,0,0,560,
CHG,1890,0,453,0,0,0,453,
CHG,1891,0,775,0,0,0,775,
CHG,1892,0,522,0,0,0,522,
CHG,1893,0,600,64,0,0,664,
CHG,1894,0,600,0,0,0,600,
CHG,1895,0,683,0,0,0,683,
CHG,1896,3,850,57,0,0,910,
CHG,1897,0,765,11,6,0,781,
CHG,1898,0,1165,1,0,1,1167,Pink catch includes some chums
CHG,1899,0,904,13,18,0,935,
CHG,1900,0,1047,2,52,1,1103,
CHG,1901,0,907,7,40,0,954,
CHG,1902,0,1782,0,0,0,1782,
CHG,1903,0,1150,9,84,0,1243,
CHG,1904,0,1690,0,28,0,1718,
CHG,1905,0,1297,0,0,0,1297,
CHG,1906,0,1324,0,0,0,1324,
CHG,1907,0,1623,1,0,0,1624,
CHG,1908,0,1631,0,0,0,1631,
CHG,1909,0,1731,0,0,0,1731,
CHG,1910,0,1315,37,17,0,1369,
CHG,1911,0,1078,8,23,15,1123,
CHG,1912,2,1331,19,55,28,1433,
CHG,1913,0,833,24,30,91,980,
CHG,1914,1,1057,34,80,32,1204,
CHG,1915,2,1330,30,56,65,1482,
CHG,1916,1,1003,46,267,89,1406,
CHG,1917,1,1457,13,10,125,1605,
CHG,1918,1,1543,21,396,344,2305,
CHG,1919,1,885,35,5,137,1062,
CHG,1920,1,1773,22,298,152,2246,
CHG,1921,0,1829,13,31,221,2094,
CHG,1922,1,1249,15,360,213,1837,
CHG,1923,1,643,19,9,88,759,
CHG,1924,0,877,94,1015,111,2098,
CHG,1925,1,713,30,43,102,889,
CHG,1926,1,511,32,677,265,1486,Pink and chum catch estimated form canned production
CHG,1927,1,456,101,187,171,917,Pink and chum catch estimated form canned production
CHG,1928,0,786,66,46,123,1020,Pink and chum catch estimated form canned production
CHG,1929,2,1049,37,73,185,1345,Pink and chum catch estimated form canned production
CHG,1930,0,21,19,68,50,158,Pink and chum catch estimated form canned production
CHG,1931,1,715,40,170,46,971,Pink and chum catch estimated form canned production
CHG,1932,1,1578,25,812,50,2467,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1933,1,596,53,325,120,1094,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1934,1,1108,27,537,134,1807,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1935,1,619,18,373,191,1202,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1936,1,981,40,597,114,1733,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1937,1,629,19,1205,123,1978,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1938,1,411,24,223,71,730,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1939,2,1482,9,273,79,1844,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1940,0,250,0,87,25,362,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1941,1,654,31,327,162,1175,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1942,2,659,12,486,151,1309,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1943,1,1248,20,96,52,1417,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1944,2,402,14,568,67,1053,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1945,1,221,8,442,136,808,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1946,2,869,7,907,265,2050,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1947,1,2085,5,472,72,2634,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1948,1,370,1,1072,369,1813,Pink and chum catch estimated form canned production; from Castle Cp. To E. boundary
CHG,1949,1,543,6,92,129,770,
CHG,1950,1,353,15,617,92,1078,
CHG,1951,1,259,7,19,26,313,
CHG,1952,0,127,9,82,152,370,
CHG,1953,1,295,1,137,230,664,
CHG,1954,0,92,0,348,124,564,
CHG,1955,1,353,0,823,291,1468,
CHG,1956,1,670,5,177,267,1120,
CHG,1957,1,305,5,305,216,832,
CHG,1958,1,320,0,131,189,641,
CHG,1959,1,428,5,67,187,688,
CHG,1960,0,710,8,198,152,1069,
CHG,1961,0,323,3,445,183,955,
CHG,1962,0,365,1,1518,364,2249,
CHG,1963,2,409,10,1662,113,2195,
CHG,1964,1,558,2,1683,334,2578,
CHG,1965,2,631,9,1118,121,1880,
CHG,1966,1,222,15,684,239,1160,
CHG,1967,1,468,9,109,76,663,
CHG,1968,1,878,2,1291,224,2396,
CHG,1969,3,310,18,1780,68,2179,
CHG,1970,1,1326,15,1287,462,3091,
CHG,1971,2,1016,15,632,359,2024,
CHG,1972,0,378,20,72,78,549,
CHG,1973,1,870,22,25,9,927,
CHG,1974,0,663,12,70,34,780,
CHG,1975,1,400,53,66,25,545,
CHG,1976,2,1164,35,395,81,1678,
CHG,1977,1,1972,17,618,113,2721,
CHG,1978,2,1576,20,985,121,2704,
CHG,1979,1,1049,99,1905,189,3244,
CHG,1980,2,860,120,1093,253,2328,
CHG,1981,3,1839,79,1163,580,3664,
CHG,1982,5,1522,303,873,390,3095,
CHG,1983,5,1824,62,321,159,2372,
CHG,1984,4,2661,110,445,63,3283,
CHG,1985,2,922,191,160,23,1298,
CHG,1986,3,1646,117,647,177,2589,
CHG,1987,3,1899,150,247,127,2426,
CHG,1988,7,796,370,2997,267,4438,
CHG,1989,4,1159,68,28,2,1260,
CHG,1990,10,2094,130,550,270,3054,
CHG,1991,3,1899,166,1169,261,3499,
CHG,1992,11,1277,311,1554,222,3375,
CHG,1993,20,1697,229,1648,122,3717,
CHG,1994,4,1618,231,431,227,2511,
CHG,1995,5,1724,282,2058,381,4450,
CHG,1996,3,1958,193,189,121,2465,
CHG,1997,3,770,91,844,156,1865,
SOP,1908,0,69,0,0,0,69,
SOP,1909,0,108,7,0,0,116,
SOP,1910,0,46,6,0,0,52,
SOP,1911,0,241,12,25,83,361,
SOP,1912,0,334,27,40,195,597,
SOP,1913,2,300,0,0,7,308,
SOP,1914,1,629,10,311,221,1172,
SOP,1915,5,368,16,120,333,842,
SOP,1916,7,731,34,576,509,1857,
SOP,1917,6,1486,5,72,415,1985,
SOP,1918,9,1014,16,2151,1501,4691,
SOP,1919,10,619,56,80,921,1686,
SOP,1920,8,1142,48,2110,934,4241,
SOP,1921,1,831,1,47,85,965,
SOP,1922,7,3377,2,757,349,4492,
SOP,1923,4,1827,75,144,539,2589,
SOP,1924,4,1352,127,3931,1331,6745,
SOP,1925,11,820,127,382,1117,2457,
SOP,1926,9,3072,194,3720,1180,8174,
SOP,1927,10,715,125,1456,1300,3605,
SOP,1928,8,972,97,901,2416,4393,Estimated from canned production; includes Aleautian Island catches
SOP,1929,11,936,85,1794,2429,5253,Estimated from canned production; includes Aleautian Island catches
SOP,1930,11,935,161,6095,1278,8480,Estimated from canned production; includes Aleautian Island catches
SOP,1931,11,1863,129,998,1211,4212,Estimated from canned production; includes Aleautian Island catches
SOP,1932,17,2977,112,3605,817,7529,Estimated from canned production; includes Aleautian Island catches
SOP,1933,13,1997,190,3109,1174,6482,Estimated from canned production; includes Aleautian Island catches
SOP,1934,18,1372,247,6539,1940,10116,Catches from Unalaksa to Castle Cape
SOP,1935,14,978,117,5386,2003,8499,Catches from Unalaksa to Castle Cape
SOP,1936,14,3663,285,9471,2311,15743,Catches from Unalaksa to Castle Cape
SOP,1937,9,1558,74,9302,1507,12450,Catches from Unalaksa to Castle Cape
SOP,1938,6,772,221,7169,1477,9645,Catches from Unalaksa to Castle Cape
SOP,1939,17,1882,99,6005,1441,9443,Catches from Unalaksa to Castle Cape
SOP,1940,9,1040,184,7183,2326,10743,Catches from Unalaksa to Castle Cape
SOP,1941,13,1072,183,5347,1542,8157,Catches from Unalaksa to Castle Cape
SOP,1942,5,810,123,6763,1321,9022,Catches from Unalaksa to Castle Cape
SOP,1943,22,2398,91,4360,924,7795,Catches from Unalaksa to Castle Cape
SOP,1944,10,539,239,2654,986,4426,Catches from Unalaksa to Castle Cape
SOP,1945,21,813,116,3640,949,5539,Catches from Unalaksa to Castle Cape
SOP,1946,6,752,151,1964,1220,4094,Catches from Unalaksa to Castle Cape
SOP,1947,3,1137,56,2320,1219,4735,Catches from Unalaksa to Castle Cape
SOP,1948,1,286,39,1684,1140,3150,Catches from Unalaksa to Castle Cape
SOP,1949,4,637,19,1544,561,2766,Catches from Unalaksa to Castle Cape
SOP,1950,4,1745,71,1614,563,3996,Catches from Unalaksa to Castle Cape
SOP,1951,2,264,56,2845,683,3849,
SOP,1952,9,895,39,909,1041,2892,
SOP,1953,7,1039,48,2744,1465,5303,
SOP,1954,4,636,49,2033,1413,4137,
SOP,1955,5,550,45,2529,688,3818,
SOP,1956,5,641,62,2741,1619,5067,
SOP,1957,6,342,50,913,1281,2592,
SOP,1958,1,186,71,1385,841,2484,
SOP,1959,1,217,8,885,576,1687,
SOP,1960,2,385,3,1511,1071,2972,
SOP,1961,1,457,10,1728,749,2945,
SOP,1962,3,408,16,1961,823,3211,
SOP,1963,2,204,17,2303,464,2990,
SOP,1964,2,371,14,2722,751,3859,
SOP,1965,2,880,34,2859,538,4313,
SOP,1966,1,606,6,302,485,1401,
SOP,1967,2,297,3,78,239,618,
SOP,1968,1,700,31,1285,325,2343,
SOP,1969,2,922,11,1204,394,2533,
SOP,1970,2,1779,33,1732,991,4535,
SOP,1971,2,716,17,1425,1361,3521,
SOP,1972,1,557,8,78,732,1377,
SOP,1973,0,330,7,58,293,688,
SOP,1974,1,197,9,101,72,380,
SOP,1975,0,244,0,61,131,435,
SOP,1976,2,375,0,2367,533,3277,
SOP,1977,1,312,2,1436,241,1991,
SOP,1978,1,577,56,5344,515,6493,
SOP,1979,2,1150,357,6565,483,8557,
SOP,1980,5,3613,274,7861,1353,13107,
SOP,1981,11,2242,162,5033,1768,9216,
SOP,1982,10,2346,256,6778,2272,11662,
SOP,1983,27,2557,128,2828,1706,7245,
SOP,1984,9,2318,311,11628,1655,15920,
SOP,1985,7,2145,173,4431,1363,8118,
SOP,1986,6,1225,236,4033,1787,7286,
SOP,1987,9,1450,225,1209,1376,4268,
SOP,1988,11,1474,506,7045,1909,10944,
SOP,1989,7,2661,444,7293,994,11399,
SOP,1990,17,2387,307,2866,1238,6814,
SOP,1991,8,2320,317,10617,1589,14851,
SOP,1992,8,3446,418,9770,1317,14959,
SOP,1993,14,3689,220,9928,1048,14900,
SOP,1994,10,2107,256,9180,2192,13745,
SOP,1995,17,3016,264,16312,1728,21338,
SOP,1996,6,1543,293,2208,795,4844,
SOP,1997,8,2282,116,2321,628,5355,
ALU,1911,0,9,0,0,0,9,
ALU,1912,0,0,0,0,0,0,No reported catch
ALU,1913,0,0,0,0,0,0,No reported catch
ALU,1914,0,0,0,0,0,0,No reported catch
ALU,1915,0,0,0,0,0,0,No reported catch
ALU,1916,0,76,1,180,0,258,
ALU,1917,0,70,4,1,23,98,
ALU,1918,0,55,4,76,0,135,
ALU,1919,0,4,1,4,0,9,
ALU,1920,0,10,3,0,0,13,
ALU,1921,0,0,0,0,0,0,No reported catch
ALU,1922,0,14,0,0,0,14,
ALU,1923,0,0,0,0,0,0,No reported catch
ALU,1924,0,25,0,674,0,699,
ALU,1925,0,19,0,4,9,32,
ALU,1926,0,1,0,522,8,531,
ALU,1927,0,17,0,335,0,352,
ALU,1928,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1929,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1930,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1931,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1932,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1933,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1934,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1935,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1936,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1937,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1938,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1939,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1940,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1941,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1942,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1943,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1944,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1945,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1946,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1947,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1948,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1949,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1950,0,0,0,0,0,0,Catches included in S. peninsula catches or none
ALU,1951,0,12,0,1,95,107,
ALU,1952,0,43,0,32,26,101,
ALU,1953,0,4,1,69,1,75,
ALU,1954,0,6,1,566,0,574,
ALU,1955,0,13,0,31,0,44,
ALU,1956,0,0,0,5,0,5,
ALU,1957,2,27,0,0,14,44,
ALU,1958,0,0,0,613,0,614,
ALU,1959,0,6,0,12,0,18,
ALU,1960,0,8,0,445,0,453,
ALU,1961,0,3,0,94,0,97,
ALU,1962,0,5,0,2002,1,2008,
ALU,1963,0,5,0,90,0,95,
ALU,1964,0,0,0,194,2,197,
ALU,1965,0,0,0,0,0,0,No fishery
ALU,1966,0,1,0,63,1,65,
ALU,1967,0,0,0,8,0,8,
ALU,1968,0,3,0,894,1,898,
ALU,1969,0,0,0,242,0,243,
ALU,1970,0,0,0,642,3,645,
ALU,1971,0,0,0,45,0,46,
ALU,1972,0,0,0,3,0,3,
ALU,1973,0,0,0,2,0,2,
ALU,1974,0,0,0,0,0,0,
ALU,1975,0,19,0,1,2,22,
ALU,1976,0,0,0,0,0,0,
ALU,1977,0,0,0,0,0,0,
ALU,1978,0,2,0,38,0,40,
ALU,1979,0,12,0,539,0,552,
ALU,1980,0,9,0,2597,5,2612,
ALU,1981,0,5,0,303,7,315,
ALU,1982,0,3,0,1405,6,1413,
ALU,1983,0,6,0,3,10,18,
ALU,1984,0,67,2,2271,32,2372,
ALU,1985,0,2,0,0,0,2,
ALU,1986,0,6,0,41,2,49,
ALU,1987,0,0,0,0,0,0,
ALU,1988,0,4,0,183,0,188,
ALU,1989,0,8,0,7,0,15,
ALU,1990,0,12,0,283,1,296,
ALU,1991,0,1,0,0,0,1,
ALU,1992,0,3,0,320,2,325,
ALU,1993,0,0,0,0,1,1,
ALU,1994,0,0,0,860,1,860,
ALU,1995,0,0,0,0,0,0,
ALU,1996,0,0,0,0,0,0,
ALU,1997,0,0,0,0,0,0,
NOP,1906,2,135,0,0,0,137,
NOP,1907,2,67,3,2,0,73,
NOP,1908,1,167,0,0,0,167,
NOP,1909,2,143,0,0,1,146,
NOP,1910,0,0,0,0,0,0,No reported catch
NOP,1911,0,130,0,0,0,130,
NOP,1912,1,253,11,0,2,267,
NOP,1913,1,889,19,0,2,910,
NOP,1914,8,1325,0,0,0,1333,
NOP,1915,14,1974,0,0,55,2043,
NOP,1916,44,1975,0,3,191,2213,
NOP,1917,20,680,7,1,90,797,
NOP,1918,10,1209,0,1,252,1472,
NOP,1919,20,389,0,12,143,564,
NOP,1920,19,1372,0,0,37,1428,
NOP,1921,12,1746,0,0,33,1792,
NOP,1922,10,668,0,0,43,721,
NOP,1923,9,732,0,0,26,767,
NOP,1924,10,702,0,0,48,761,
NOP,1925,11,400,0,0,54,465,
NOP,1926,24,673,0,0,72,768,
NOP,1927,16,231,0,0,87,334,
NOP,1928,5,856,0,0,84,944,Estimated from canned production
NOP,1929,4,878,0,0,145,1027,Estimated from canned production
NOP,1930,4,168,0,0,94,265,Estimated from canned production
NOP,1931,2,761,0,0,55,818,Estimated from canned production
NOP,1932,3,977,0,0,56,1037,Estimated from canned production
NOP,1933,1,350,0,0,16,367,Estimated from canned production
NOP,1934,2,1091,0,0,13,1106,Estimated from canned production
NOP,1935,1,479,0,0,34,514,Estimated from canned production
NOP,1936,1,611,0,3,19,634,Estimated from canned production
NOP,1937,2,861,0,0,66,928,Estimated from canned production
NOP,1938,6,1010,0,0,35,1050,Estimated from canned production
NOP,1939,4,746,0,0,82,832,Estimated from canned production
NOP,1940,1,679,0,0,66,745,Estimated from canned production
NOP,1941,1,492,0,3,30,526,Estimated from canned production
NOP,1942,0,0,0,0,0,0,No fishery
NOP,1943,0,567,0,1,50,619,
NOP,1944,0,415,0,3,158,575,
NOP,1945,0,394,0,2,335,732,
NOP,1946,2,698,0,0,36,736,
NOP,1947,0,358,0,0,75,433,
NOP,1948,2,478,17,0,162,659,
NOP,1949,1,137,26,0,41,204,
NOP,1950,1,128,38,0,218,384,
NOP,1951,1,359,33,20,203,617,
NOP,1952,1,355,54,1,247,658,
NOP,1953,1,537,26,18,224,807,
NOP,1954,3,355,35,18,405,817,
NOP,1955,4,587,6,1,130,727,
NOP,1956,4,1371,8,28,427,1839,
NOP,1957,1,328,18,3,275,626,
NOP,1958,15,474,57,60,255,861,
NOP,1959,29,635,59,10,405,1137,
NOP,1960,10,693,44,35,607,1389,
NOP,1961,6,388,25,3,153,575,
NOP,1962,6,256,40,28,37,367,
NOP,1963,4,225,41,7,56,332,
NOP,1964,4,235,37,7,139,421,
NOP,1965,6,199,34,2,70,312,
NOP,1966,9,245,37,16,79,387,
NOP,1967,6,225,47,1,41,319,
NOP,1968,4,237,65,0,74,380,
NOP,1969,5,321,48,0,28,402,
NOP,1970,5,573,26,35,71,710,
NOP,1971,2,354,8,0,64,429,
NOP,1972,2,179,10,0,85,276,
NOP,1973,5,172,27,1,156,360,
NOP,1974,5,256,24,11,36,332,
NOP,1975,2,238,28,0,9,278,
NOP,1976,5,641,26,1,74,746,
NOP,1977,5,472,34,1,129,642,
NOP,1978,14,897,62,485,164,1622,
NOP,1979,17,1979,113,5,66,2180,
NOP,1980,18,2786,128,302,717,3950,
NOP,1981,19,1857,155,14,709,2754,
NOP,1982,30,1435,238,12,331,2047,
NOP,1983,29,2092,75,3,348,2547,
NOP,1984,23,1735,199,27,797,2781,
NOP,1985,24,2596,176,3,667,3465,
NOP,1986,12,2464,164,23,271,2933,
NOP,1987,14,1209,172,3,369,1768,
NOP,1988,17,1528,234,65,393,2237,
NOP,1989,11,1719,228,4,157,2118,
NOP,1990,12,2415,193,518,126,3265,
NOP,1991,9,2392,217,4,191,2814,
NOP,1992,13,3576,207,194,342,4331,
NOP,1993,24,3867,64,5,135,4095,
NOP,1994,19,2783,242,226,84,3354,
NOP,1995,8,3273,136,12,99,3527,
NOP,1996,5,1911,157,54,68,2195,
NOP,1997,10,2155,95,51,97,2408,
